,MN_EARN_WNE_P6
1812,37300.0
1813,19300.0
1814,26700.0
1815,16500.0
1816,29700.0
1817,25700.0
1818,29200.0
1819,29200.0
1820,17800.0
1821,29600.0
1822,29700.0
1823,36700.0
1824,32600.0
1825,49000.0
1826,32600.0
1827,32600.0
1828,29700.0
1829,29700.0
1830,29700.0
1831,29700.0
1832,32600.0
1833,25500.0
1834,29000.0
1835,28900.0
1836,34500.0
1837,19300.0
1838,32600.0
1839,23100.0
1840,32035.23115463448
1841,29400.0
1842,42300.0
1843,49400.0
1844,28900.0
1845,23600.0
1846,94500.0
1847,34900.0
1848,23000.0
1849,32035.23115463448
1850,21200.0
1851,44900.0
1852,23300.0
1853,29700.0
1854,32035.23115463448
1855,31000.0
1856,52800.0
1857,32000.0
1858,33700.0
1859,64900.0
1860,18200.0
1861,26400.0
1862,19000.0
1863,18300.0
1864,27600.0
1865,23600.0
1866,23600.0
1867,23600.0
1868,37900.0
1869,22800.0
1870,70700.0
1871,27900.0
1872,30700.0
1873,32035.23115463448
1874,32035.23115463448
1875,56400.0
1876,27700.0
1877,70600.0
1878,54300.0
1879,33900.0
1880,77900.0
1881,31300.0
1882,21600.0
1883,41300.0
1884,19500.0
1885,49800.0
1886,76300.0
1887,76300.0
1888,28200.0
1889,47400.0
1890,37300.0
1891,47500.0
1892,28500.0
1893,27500.0
1894,36900.0
1895,33900.0
1896,36800.0
1897,52400.0
1898,28300.0
1899,39300.0
1900,33800.0
1901,28800.0
1902,29000.0
1903,36700.0
1904,30000.0
1905,32900.0
1906,37200.0
1907,29200.0
1908,33600.0
1909,50600.0
1910,46400.0
1911,44200.0
1912,30700.0
1913,52300.0
1914,19800.0
1915,36800.0
1916,29200.0
1917,43200.0
1918,27400.0
1919,26300.0
1920,53600.0
1921,34300.0
1922,28500.0
1923,39700.0
1924,28400.0
1925,55300.0
1926,38300.0
1927,74200.0
1928,25400.0
1929,33300.0
1930,46500.0
1931,42800.0
1932,33300.0
1933,31900.0
1934,23400.0
1935,45900.0
1936,37500.0
1937,41100.0
1938,41200.0
1939,27900.0
1940,23200.0
1941,27400.0
1942,30900.0
1943,42300.0
1944,42300.0
1945,42200.0
1946,41500.0
1947,18200.0
1948,20900.0
1949,26600.0
1950,54000.0
1951,23700.0
1952,39500.0
1953,40400.0
1954,39300.0
1955,48200.0
1956,34000.0
1957,35400.0
1958,48600.0
1959,37800.0
1960,51900.0
1961,18300.0
1962,22200.0
1963,37100.0
1964,28400.0
1965,55400.0
1966,29100.0
1967,28100.0
1968,42900.0
1969,46200.0
1970,32900.0
1971,39500.0
1972,32035.23115463448
1973,41300.0
1974,28100.0
1975,26500.0
1976,55900.0
1977,30000.0
1978,37000.0
1979,18400.0
1980,28800.0
1981,45500.0
1982,40100.0
1983,38500.0
1984,28100.0
1985,31600.0
1986,30900.0
1987,47400.0
1988,31100.0
1989,19600.0
1990,20000.0
1991,21600.0
1992,40200.0
1993,66700.0
1994,39100.0
1995,50600.0
1996,49300.0
1997,32300.0
1998,20900.0
1999,39400.0
2000,37700.0
2001,37700.0
2002,53500.0
2003,43400.0
2004,36400.0
2005,36400.0
2006,47300.0
2007,31400.0
2008,27700.0
2009,46000.0
2010,41900.0
2011,41600.0
2012,51300.0
2013,43400.0
2014,66800.0
2015,48100.0
2016,26700.0
2017,34600.0
2018,31500.0
2019,33300.0
2020,29700.0
2021,44800.0
2022,29800.0
2023,41000.0
2024,47700.0
2025,46100.0
2026,44000.0
2027,36000.0
2028,45200.0
2029,36200.0
2030,33700.0
2031,38100.0
2032,32900.0
2033,39400.0
2034,36000.0
2035,35600.0
2036,35800.0
2037,31100.0
2038,31300.0
2039,37200.0
2040,34800.0
2041,80400.0
2042,42200.0
2043,66500.0
2044,65700.0
2045,34800.0
2046,48700.0
2047,27600.0
2048,40600.0
2049,38500.0
2050,60200.0
2051,30800.0
2052,51400.0
2053,16100.0
2054,78600.0
2055,40600.0
2056,39400.0
2057,25400.0
2058,34800.0
2059,48300.0
2060,29100.0
2061,29700.0
2062,32200.0
2063,32035.23115463448
2064,25600.0
2065,48500.0
2066,22100.0
2067,24600.0
2068,34300.0
2069,26700.0
2070,31800.0
2071,23900.0
2072,34600.0
2073,23200.0
2074,21400.0
2075,25000.0
2076,27600.0
2077,24100.0
2078,43000.0
2079,25600.0
2080,38700.0
2081,26900.0
2082,26600.0
2083,22500.0
2084,31900.0
2085,26200.0
2086,22700.0
2087,25800.0
2088,26300.0
2089,24000.0
2090,24100.0
2091,26100.0
2092,25600.0
2093,49400.0
2094,93200.0
2095,24900.0
2096,37300.0
2097,23700.0
2098,25100.0
2099,47100.0
2100,24400.0
2101,27500.0
2102,25200.0
2103,35100.0
2104,25200.0
2105,30100.0
2106,32700.0
2107,24900.0
2108,22500.0
2109,23400.0
2110,38000.0
2111,24000.0
2112,24800.0
2113,26200.0
2114,28500.0
2115,32500.0
2116,23300.0
2117,33700.0
2118,20700.0
2119,21300.0
2120,22700.0
2121,30400.0
2122,19100.0
2123,24900.0
2124,26700.0
2125,34300.0
2126,32800.0
2127,22000.0
2128,24000.0
2129,23400.0
2130,25700.0
2131,37200.0
2132,38000.0
2133,15800.0
2134,25100.0
2135,31700.0
2136,30000.0
2137,49900.0
2138,38600.0
2139,33100.0
2140,28700.0
2141,28100.0
2142,45000.0
2143,34800.0
2144,36900.0
2145,18300.0
2146,32200.0
2147,28900.0
2148,35700.0
2149,23900.0
2150,27800.0
2151,42200.0
2152,23900.0
2153,23700.0
2154,24900.0
2155,21400.0
2156,21900.0
2157,23000.0
2158,25000.0
2159,23800.0
2160,29800.0
2161,23200.0
2162,23300.0
2163,25100.0
2164,32035.23115463448
2165,31900.0
2166,22400.0
2167,24500.0
2168,25300.0
2169,25700.0
2170,23900.0
2171,23500.0
2172,23700.0
2173,62900.0
2174,30800.0
2175,21400.0
2176,23900.0
2177,24800.0
2178,24500.0
2179,23500.0
2180,36000.0
2181,31600.0
2182,33400.0
2183,29900.0
2184,48500.0
2185,42300.0
2186,23300.0
2187,39600.0
2188,33900.0
2189,46700.0
2190,35700.0
2191,38300.0
2192,45400.0
2193,41100.0
2194,37900.0
2195,45200.0
2196,35600.0
2197,21700.0
2198,26900.0
2199,20200.0
2200,16100.0
2201,37500.0
2202,24400.0
2203,30100.0
2204,33900.0
2205,33900.0
2206,30300.0
2207,25700.0
2208,21300.0
2209,36000.0
2210,25700.0
2211,33400.0
2212,50700.0
2213,39100.0
2214,30000.0
2215,35500.0
2216,33500.0
2217,33500.0
2218,23600.0
2219,24600.0
2220,37600.0
2221,29100.0
2222,36400.0
2223,69900.0
2224,38200.0
2225,29000.0
2226,39100.0
2227,23000.0
2228,21200.0
2229,27500.0
2230,32035.23115463448
2231,38400.0
2232,39600.0
2233,29100.0
2234,39600.0
2235,39600.0
2236,32600.0
2237,27200.0
2238,32900.0
2239,26000.0
2240,37200.0
2241,27500.0
2242,30300.0
2243,29000.0
2244,25500.0
2245,22000.0
2246,48300.0
2247,32900.0
2248,41600.0
2249,28500.0
2250,29800.0
2251,44200.0
2252,42600.0
2253,16900.0
2254,22700.0
2255,47300.0
2256,38000.0
2257,30900.0
2258,35000.0
2259,33600.0
2260,36300.0
2261,46100.0
2262,26400.0
2263,24600.0
2264,19900.0
2265,24000.0
2266,40500.0
2267,42400.0
2268,20600.0
2269,33500.0
2270,33500.0
2271,33500.0
2272,33500.0
2273,33500.0
2274,33500.0
2275,33500.0
2276,33500.0
2277,39100.0
2278,47500.0
2279,32500.0
2280,29800.0
2281,31700.0
2282,30800.0
2283,20200.0
2284,20200.0
2285,28200.0
2286,36500.0
2287,39800.0
2288,45400.0
2289,29300.0
2290,46000.0
2291,40800.0
2292,40800.0
2293,40800.0
2294,14800.0
2295,34500.0
2296,54900.0
2297,36600.0
2298,39300.0
2299,36100.0
2300,25500.0
2301,34400.0
2302,16900.0
2303,25800.0
2304,28800.0
2305,39000.0
2306,37000.0
2307,35500.0
2308,30700.0
2309,34900.0
2310,37400.0
2311,59600.0
2312,41500.0
2313,41500.0
2314,41500.0
2315,41500.0
2316,41500.0
2317,17300.0
2318,17500.0
2319,26100.0
2320,32035.23115463448
2321,41500.0
2322,35900.0
2323,35900.0
2324,35900.0
2325,35900.0
2326,35900.0
2327,35900.0
2328,19300.0
2329,43500.0
2330,33900.0
2331,37200.0
2332,29200.0
2333,16100.0
2334,33200.0
2335,36800.0
2336,32035.23115463448
2337,17100.0
2338,28500.0
2339,30600.0
2340,28700.0
2341,28600.0
2342,27200.0
2343,16800.0
2344,28300.0
2345,23000.0
2346,34800.0
2347,25200.0
2348,28900.0
2349,18100.0
2350,36600.0
2351,37900.0
2352,34800.0
2353,64200.0
2354,33600.0
2355,43700.0
2356,26300.0
2357,40900.0
2358,27100.0
2359,27300.0
2360,33000.0
2361,37800.0
2362,34300.0
2363,34500.0
2364,34500.0
2365,44800.0
2366,32200.0
2367,29400.0
2368,50500.0
2369,45400.0
2370,25000.0
2371,30400.0
2372,26900.0
2373,19700.0
2374,36900.0
2375,28800.0
2376,33200.0
2377,28900.0
2378,29100.0
2379,15900.0
2380,13800.0
2381,30500.0
2382,25400.0
2383,30500.0
2384,38300.0
2385,33500.0
2386,31900.0
2387,29200.0
2388,34600.0
2389,36300.0
2390,48600.0
2391,33800.0
2392,42600.0
2393,32500.0
2394,33500.0
2395,30800.0
2396,40700.0
2397,48600.0
2398,38500.0
2399,33600.0
2400,33100.0
2401,30700.0
2402,15600.0
2403,30400.0
2404,25700.0
2405,32035.23115463448
2406,34300.0
2407,28400.0
2408,39400.0
2409,31500.0
2410,35100.0
2411,50400.0
2412,31200.0
2413,29200.0
2414,28500.0
2415,28400.0
2416,30200.0
2417,27500.0
2418,18200.0
2419,28700.0
2420,32100.0
2421,23000.0
2422,36000.0
2423,32035.23115463448
2424,42200.0
2425,14100.0
2426,27400.0
2427,35900.0
2428,52100.0
2429,29700.0
2430,19800.0
2431,15700.0
2432,19800.0
2433,30900.0
2434,33300.0
2435,37300.0
2436,94100.0
2437,52900.0
2438,42700.0
2439,39800.0
2440,23500.0
2441,35800.0
2442,19600.0
2443,18200.0
2444,14900.0
2445,20000.0
2446,32035.23115463448
2447,32500.0
2448,38400.0
2449,54900.0
2450,34800.0
2451,26500.0
2452,32100.0
2453,26300.0
2454,27100.0
2455,27600.0
2456,43000.0
2457,33100.0
2458,14800.0
2459,36600.0
2460,33300.0
2461,32035.23115463448
2462,32035.23115463448
2463,32035.23115463448
2464,39900.0
2465,30600.0
2466,29100.0
2467,37700.0
2468,20900.0
2469,43000.0
2470,19800.0
2471,38500.0
2472,21300.0
2473,31600.0
2474,26500.0
2475,33900.0
2476,36300.0
2477,38200.0
2478,41900.0
2479,62400.0
2480,32800.0
2481,19100.0
2482,15600.0
2483,28400.0
2484,36700.0
2485,35100.0
2486,40400.0
2487,84000.0
2488,40900.0
2489,34000.0
2490,35700.0
2491,33800.0
2492,23700.0
2493,46700.0
2494,33200.0
2495,45500.0
2496,32400.0
2497,36200.0
2498,45300.0
2499,21300.0
2500,54400.0
2501,54500.0
2502,35300.0
2503,36700.0
2504,29000.0
2505,44800.0
2506,16900.0
2507,18500.0
2508,20500.0
2509,20500.0
2510,20000.0
2511,20500.0
2512,20000.0
2513,18500.0
2514,16900.0
2515,18500.0
2516,29600.0
2517,49200.0
2518,43800.0
2519,35600.0
2520,47100.0
2521,22400.0
2522,48000.0
2523,37600.0
2524,31200.0
2525,44100.0
2526,16700.0
2527,43600.0
2528,24800.0
2529,51300.0
2530,33400.0
2531,48500.0
2532,20400.0
2533,21100.0
2534,37200.0
2535,37500.0
2536,28900.0
2537,44400.0
2538,15600.0
2539,34200.0
2540,35900.0
2541,45200.0
2542,28900.0
2543,58400.0
2544,31300.0
2545,21900.0
2546,28500.0
2547,21600.0
2548,42100.0
2549,29300.0
2550,26900.0
2551,67300.0
2552,30900.0
2553,31900.0
2554,26900.0
2555,34000.0
2556,44100.0
2557,29100.0
2558,36400.0
2559,34200.0
2560,33300.0
2561,36500.0
2562,24300.0
2563,60500.0
2564,34300.0
2565,38200.0
2566,21300.0
2567,35600.0
2568,45100.0
2569,32400.0
2570,29000.0
2571,42600.0
2572,33700.0
2573,45400.0
2574,38800.0
2575,32100.0
2576,28600.0
2577,32035.23115463448
2578,27700.0
2579,24800.0
2580,40500.0
2581,24700.0
2582,29700.0
2583,21200.0
2584,32035.23115463448
2585,29400.0
2586,24300.0
2587,91200.0
2588,26600.0
2589,30600.0
2590,74900.0
2591,28600.0
2592,44300.0
2593,44300.0
2594,44300.0
2595,44300.0
2596,44300.0
2597,13900.0
2598,47200.0
2599,35300.0
2600,29200.0
2601,32800.0
2602,32035.23115463448
2603,32035.23115463448
2604,28200.0
2605,52200.0
2606,28500.0
2607,40400.0
2608,34100.0
2609,36700.0
2610,48900.0
2611,49600.0
2612,40800.0
2613,40800.0
2614,36500.0
2615,47400.0
2616,35900.0
2617,51100.0
2618,32035.23115463448
2619,18200.0
2620,35800.0
2621,36300.0
2622,25000.0
2623,28100.0
2624,53100.0
2625,32035.23115463448
2626,40200.0
2627,44500.0
2628,35400.0
2629,42200.0
2630,34400.0
2631,67600.0
2632,32400.0
2633,37300.0
2634,37100.0
2635,42000.0
2636,28700.0
2637,32900.0
2638,19700.0
2639,64700.0
2640,48400.0
2641,45400.0
2642,43800.0
2643,42100.0
2644,39500.0
2645,44800.0
2646,21500.0
2647,36000.0
2648,29100.0
2649,47500.0
2650,47200.0
2651,29400.0
2652,40100.0
2653,30000.0
2654,64800.0
2655,58900.0
2656,33400.0
2657,35800.0
2658,37500.0
2659,51800.0
2660,35900.0
2661,28400.0
2662,42500.0
2663,42600.0
2664,44100.0
2665,45900.0
2666,20000.0
2667,25000.0
2668,26700.0
2669,18200.0
2670,31000.0
2671,32400.0
2672,24900.0
2673,21300.0
2674,31200.0
2675,38000.0
2676,20400.0
2677,36400.0
2678,17600.0
2679,24000.0
2680,44700.0
2681,27200.0
2682,48100.0
2683,18500.0
2684,29300.0
2685,27900.0
2686,28500.0
2687,26900.0
2688,17500.0
2689,33400.0
2690,24900.0
2691,32100.0
2692,41400.0
2693,29100.0
2694,25900.0
2695,16700.0
2696,18100.0
2697,31400.0
2698,34900.0
2699,87800.0
2700,27600.0
2701,19200.0
2702,32900.0
2703,27800.0
2704,25900.0
2705,25600.0
2706,42400.0
2707,34200.0
2708,33800.0
2709,43900.0
2710,43900.0
2711,24900.0
2712,29900.0
2713,24000.0
2714,33500.0
2715,25000.0
2716,36400.0
2717,26000.0
2718,26800.0
2719,24100.0
2720,29100.0
2721,28800.0
2722,22700.0
2723,20200.0
2724,31300.0
2725,43100.0
2726,26600.0
2727,38800.0
2728,20400.0
2729,31300.0
2730,35400.0
2731,35600.0
2732,19600.0
2733,34900.0
2734,40300.0
2735,34600.0
2736,31200.0
2737,33400.0
2738,18400.0
2739,38600.0
2740,56400.0
2741,41100.0
2742,16900.0
2743,38800.0
2744,18700.0
2745,36100.0
2746,21400.0
2747,37100.0
2748,31800.0
2749,32035.23115463448
2750,16800.0
2751,28600.0
2752,31400.0
2753,47100.0
2754,37100.0
2755,37800.0
2756,39500.0
2757,33900.0
2758,28400.0
2759,36600.0
2760,26500.0
2761,29100.0
2762,20600.0
2763,29500.0
2764,37200.0
2765,37800.0
2766,26000.0
2767,20800.0
2768,26300.0
2769,32700.0
2770,19600.0
2771,25700.0
2772,18900.0
2773,26000.0
2774,26200.0
2775,31500.0
2776,22100.0
2777,29900.0
2778,25500.0
2779,24200.0
2780,26600.0
2781,32500.0
2782,28200.0
2783,25300.0
2784,44100.0
2785,28200.0
2786,21500.0
2787,23800.0
2788,30000.0
2789,34300.0
2790,25400.0
2791,28200.0
2792,31800.0
2793,26100.0
2794,18900.0
2795,25100.0
2796,35100.0
2797,33600.0
2798,27000.0
2799,28000.0
2800,30000.0
2801,30900.0
2802,28200.0
2803,25400.0
2804,21100.0
2805,27500.0
2806,40800.0
2807,25000.0
2808,27300.0
2809,23100.0
2810,23800.0
2811,31600.0
2812,38200.0
2813,22800.0
2814,24900.0
2815,26100.0
2816,26300.0
2817,23900.0
2818,24600.0
2819,27800.0
2820,35400.0
2821,34300.0
2822,33900.0
2823,41600.0
2824,30800.0
2825,20300.0
2826,31200.0
2827,35400.0
2828,40700.0
2829,25400.0
2830,34400.0
2831,40900.0
2832,61900.0
2833,30100.0
2834,25500.0
2835,38900.0
2836,36700.0
2837,31300.0
2838,28400.0
2839,36100.0
2840,26500.0
2841,26500.0
2842,30400.0
2843,39900.0
2844,31700.0
2845,19900.0
2846,58900.0
2847,46600.0
2848,30100.0
2849,35800.0
2850,23400.0
2851,27000.0
2852,37400.0
2853,29000.0
2854,19000.0
2855,29400.0
2856,31800.0
2857,41200.0
2858,34100.0
2859,39100.0
2860,25600.0
2861,42900.0
2862,33000.0
2863,35300.0
2864,37400.0
2865,32600.0
2866,34800.0
2867,34800.0
2868,36000.0
2869,29400.0
2870,26100.0
2871,28800.0
2872,28800.0
2873,20900.0
2874,32500.0
2875,18100.0
2876,33600.0
2877,31800.0
2878,31300.0
2879,33500.0
2880,40200.0
2881,29400.0
2882,31600.0
2883,39400.0
2884,45500.0
2885,31900.0
2886,42500.0
2887,43800.0
2888,47100.0
2889,30700.0
2890,34000.0
2891,29900.0
2892,41000.0
2893,27600.0
2894,22800.0
2895,21500.0
2896,32700.0
2897,37200.0
2898,31600.0
2899,27100.0
2900,17200.0
2901,29400.0
2902,36000.0
2903,35300.0
2904,47300.0
2905,30900.0
2906,38700.0
2907,34400.0
2908,38600.0
2909,29600.0
2910,36200.0
2911,50100.0
2912,37000.0
2913,42400.0
2914,29400.0
2915,20600.0
2916,32035.23115463448
2917,29700.0
2918,34000.0
2919,39300.0
2920,28500.0
2921,54100.0
2922,36000.0
2923,22200.0
2924,22600.0
2925,35500.0
2926,34200.0
2927,30600.0
2928,30600.0
2929,27300.0
2930,26900.0
2931,34300.0
2932,29900.0
2933,32035.23115463448
2934,68300.0
2935,41200.0
2936,29700.0
2937,42400.0
2938,39300.0
2939,29800.0
2940,35000.0
2941,35400.0
2942,15300.0
2943,38900.0
2944,32000.0
2945,24700.0
2946,23900.0
2947,68100.0
2948,20000.0
2949,29200.0
2950,30400.0
2951,41500.0
2952,36700.0
2953,40600.0
2954,39000.0
2955,20300.0
2956,34600.0
2957,38200.0
2958,32000.0
2959,29300.0
2960,67500.0
2961,71000.0
2962,25200.0
2963,39500.0
2964,53600.0
2965,43700.0
2966,52200.0
2967,47800.0
2968,35300.0
2969,42900.0
2970,50300.0
2971,24600.0
2972,38600.0
2973,44800.0
2974,38800.0
2975,30300.0
2976,46800.0
2977,38200.0
2978,42800.0
2979,48900.0
2980,71100.0
2981,76700.0
2982,30700.0
2983,38700.0
2984,17800.0
2985,31200.0
2986,15200.0
2987,34600.0
2988,32035.23115463448
2989,41300.0
2990,32600.0
2991,39300.0
2992,32300.0
2993,34100.0
2994,26400.0
2995,30400.0
2996,46600.0
2997,35600.0
2998,27200.0
2999,22800.0
3000,32035.23115463448
3001,28600.0
3002,32500.0
3003,32035.23115463448
3004,23900.0
3005,25600.0
3006,33700.0
3007,23300.0
3008,29500.0
3009,34100.0
3010,27200.0
3011,37400.0
3012,38700.0
3013,33700.0
3014,47200.0
3015,39700.0
3016,44600.0
3017,28500.0
3018,33800.0
3019,42200.0
3020,27700.0
3021,29100.0
3022,28500.0
3023,47900.0
3024,32200.0
3025,42400.0
3026,32035.23115463448
3027,41400.0
3028,18400.0
3029,42600.0
3030,40400.0
3031,17200.0
3032,33400.0
3033,40300.0
3034,28800.0
3035,39400.0
3036,34900.0
3037,47400.0
3038,34800.0
3039,25800.0
3040,39300.0
3041,14100.0
3042,23600.0
3043,27800.0
3044,23400.0
3045,18200.0
3046,31800.0
3047,38400.0
3048,23300.0
3049,28100.0
3050,47000.0
3051,27700.0
3052,43900.0
3053,37700.0
3054,27600.0
3055,27100.0
3056,46100.0
3057,30000.0
3058,35800.0
3059,36200.0
3060,26900.0
3061,35500.0
3062,41100.0
3063,30800.0
3064,40300.0
3065,45000.0
3066,44900.0
3067,23600.0
3068,19800.0
3069,27900.0
3070,50800.0
3071,25100.0
3072,30000.0
3073,37000.0
3074,38300.0
3075,22900.0
3076,23700.0
3077,53800.0
3078,28400.0
3079,37700.0
3080,32035.23115463448
3081,36800.0
3082,33700.0
3083,25300.0
3084,24800.0
3085,27300.0
3086,50600.0
3087,51900.0
3088,45400.0
3089,37800.0
3090,42300.0
3091,29900.0
3092,22900.0
3093,26900.0
3094,32035.23115463448
3095,38400.0
3096,33300.0
3097,26800.0
3098,27600.0
3099,30000.0
3100,25000.0
3101,50400.0
3102,27400.0
3103,37500.0
3104,56800.0
3105,44300.0
3106,19200.0
3107,29000.0
3108,23800.0
3109,31400.0
3110,58900.0
3111,25200.0
3112,39800.0
3113,38400.0
3114,28300.0
3115,38900.0
3116,26600.0
3117,48500.0
3118,32035.23115463448
3119,30300.0
3120,28800.0
3121,30800.0
3122,28000.0
3123,50200.0
3124,37700.0
3125,33500.0
3126,29500.0
3127,25700.0
3128,28400.0
3129,31600.0
3130,20500.0
3131,49400.0
3132,25600.0
3133,32500.0
3134,33100.0
3135,31600.0
3136,32100.0
3137,23400.0
3138,35600.0
3139,25800.0
3140,32500.0
3141,37500.0
3142,30200.0
3143,23100.0
3144,33200.0
3145,39900.0
3146,29800.0
3147,44100.0
3148,39200.0
3149,26700.0
3150,40200.0
3151,35300.0
3152,41000.0
3153,34200.0
3154,30200.0
3155,40900.0
3156,48100.0
3157,36400.0
3158,30800.0
3159,28500.0
3160,30900.0
3161,27300.0
3162,14600.0
3163,33400.0
3164,30600.0
3165,42400.0
3166,44700.0
3167,50300.0
3168,28500.0
3169,37400.0
3170,31500.0
3171,36300.0
3172,37200.0
3173,29100.0
3174,39700.0
3175,26400.0
3176,32600.0
3177,29600.0
3178,28600.0
3179,17000.0
3180,39100.0
3181,13400.0
3182,28900.0
3183,30100.0
3184,30500.0
3185,27900.0
3186,17900.0
3187,32035.23115463448
3188,32700.0
3189,19700.0
3190,18300.0
3191,18400.0
3192,30100.0
3193,26700.0
3194,39300.0
3195,29200.0
3196,29500.0
3197,34400.0
3198,23800.0
3199,32035.23115463448
3200,28700.0
3201,30600.0
3202,39300.0
3203,34000.0
3204,18600.0
3205,21500.0
3206,17100.0
3207,25500.0
3208,39300.0
3209,41800.0
3210,22100.0
3211,38600.0
3212,32200.0
3213,54700.0
3214,37200.0
3215,30600.0
3216,46400.0
3217,40200.0
3218,38900.0
3219,40400.0
3220,41500.0
3221,33000.0
3222,28000.0
3223,22300.0
3224,39400.0
3225,32400.0
3226,32600.0
3227,32400.0
3228,40700.0
3229,54000.0
3230,30700.0
3231,28300.0
3232,28200.0
3233,58800.0
3234,33400.0
3235,37500.0
3236,27200.0
3237,31300.0
3238,32800.0
3239,27500.0
3240,34400.0
3241,39300.0
3242,19400.0
3243,30700.0
3244,41300.0
3245,34600.0
3246,32600.0
3247,32200.0
3248,37500.0
3249,31200.0
3250,40200.0
3251,36500.0
3252,40100.0
3253,37200.0
3254,37900.0
3255,32900.0
3256,30100.0
3257,41000.0
3258,33200.0
3259,49600.0
3260,38500.0
3261,41300.0
3262,36700.0
3263,34500.0
3264,35800.0
3265,26800.0
3266,27000.0
3267,32900.0
3268,30400.0
3269,33600.0
3270,35700.0
3271,19100.0
3272,37400.0
3273,44200.0
3274,17500.0
3275,22000.0
3276,25700.0
3277,17100.0
3278,15300.0
3279,15800.0
3280,17700.0
3281,17700.0
3282,17900.0
3283,22200.0
3284,16100.0
3285,18900.0
3286,20100.0
3287,30200.0
3288,18400.0
3289,18400.0
3290,17700.0
3291,17700.0
3292,18500.0
3293,32035.23115463448
3294,22400.0
3295,19700.0
3296,19000.0
3297,19100.0
3298,12600.0
3299,13300.0
3300,18700.0
3301,18200.0
3302,17200.0
3303,15400.0
3304,15400.0
3305,14800.0
3306,18700.0
3307,18700.0
3308,18700.0
3309,19300.0
3310,19300.0
3311,19300.0
3312,19300.0
3313,19300.0
3314,19300.0
3315,19300.0
3316,19300.0
3317,19300.0
3318,21800.0
3319,15600.0
3320,11800.0
3321,18600.0
3322,32035.23115463448
3323,32035.23115463448
3324,32035.23115463448
3325,32035.23115463448
3326,32035.23115463448
3327,32035.23115463448
3328,32035.23115463448
3329,38700.0
3330,32035.23115463448
3331,32035.23115463448
3332,23600.0
3333,19300.0
3334,23000.0
3335,26200.0
3336,26600.0
3337,17700.0
3338,20000.0
3339,19000.0
3340,27000.0
3341,92800.0
3342,49000.0
3343,47900.0
3344,40000.0
3345,19100.0
3346,15400.0
3347,26600.0
3348,22200.0
3349,29600.0
3350,26300.0
3351,34700.0
3352,28900.0
3353,26400.0
3354,38800.0
3355,38800.0
3356,38800.0
3357,38800.0
3358,38800.0
3359,40300.0
3360,30500.0
3361,31000.0
3362,24900.0
3363,26100.0
3364,33400.0
3365,29500.0
3366,20300.0
3367,19000.0
3368,16800.0
3369,26200.0
3370,36700.0
3371,29100.0
3372,32035.23115463448
3373,15400.0
3374,31500.0
3375,21400.0
3376,20000.0
3377,29000.0
3378,22500.0
3379,35400.0
3380,27100.0
3381,29200.0
3382,36200.0
3383,32035.23115463448
3384,32035.23115463448
3385,21800.0
3386,28600.0
3387,32400.0
3388,26800.0
3389,36100.0
3390,22600.0
3391,22400.0
3392,32700.0
3393,21400.0
3394,17000.0
3395,23600.0
3396,28500.0
3397,32500.0
3398,32035.23115463448
3399,17000.0
3400,33100.0
3401,28700.0
3402,26600.0
3403,50400.0
3404,19300.0
3405,16400.0
3406,26800.0
3407,23200.0
3408,22500.0
3409,22500.0
3410,32035.23115463448
3411,31400.0
3412,21500.0
3413,46100.0
3414,31100.0
3415,48300.0
3416,26000.0
3417,30000.0
3418,16900.0
3419,19500.0
3420,26900.0
3421,20000.0
3422,20300.0
3423,16300.0
3424,37300.0
3425,20800.0
3426,24400.0
3427,21400.0
3428,32800.0
3429,17100.0
3430,18400.0
3431,18400.0
3432,40500.0
3433,32900.0
3434,35500.0
3435,30000.0
3436,27200.0
3437,19600.0
3438,16000.0
3439,31300.0
3440,24700.0
3441,24400.0
3442,27900.0
3443,22500.0
3444,28100.0
3445,32600.0
3446,26600.0
3447,32700.0
3448,27300.0
3449,32035.23115463448
3450,23600.0
3451,32035.23115463448
3452,20000.0
3453,21800.0
3454,37000.0
3455,38600.0
3456,30700.0
3457,25200.0
3458,23300.0
3459,14900.0
3460,32200.0
3461,35600.0
3462,19800.0
3463,23900.0
3464,23400.0
3465,26000.0
3466,30100.0
3467,40500.0
3468,17200.0
3469,32035.23115463448
3470,23500.0
3471,26900.0
3472,22600.0
3473,32600.0
3474,24700.0
3475,15600.0
3476,30800.0
3477,20700.0
3478,31600.0
3479,37300.0
3480,21500.0
3481,19900.0
3482,16800.0
3483,29600.0
3484,20800.0
3485,24400.0
3486,15300.0
3487,28700.0
3488,32000.0
3489,22800.0
3490,25000.0
3491,33600.0
3492,27500.0
3493,43700.0
3494,21600.0
3495,32300.0
3496,20300.0
3497,20300.0
3498,23700.0
3499,33700.0
3500,18600.0
3501,32035.23115463448
3502,39200.0
3503,31100.0
3504,24600.0
3505,29300.0
3506,21000.0
3507,24100.0
3508,23300.0
3509,16300.0
3510,20400.0
3511,27500.0
3512,27900.0
3513,25000.0
3514,33000.0
3515,18700.0
3516,42700.0
3517,26500.0
3518,20300.0
3519,26600.0
3520,32500.0
3521,32600.0
3522,25500.0
3523,17900.0
3524,23400.0
3525,17600.0
3526,31700.0
3527,22400.0
3528,20600.0
3529,44300.0
3530,16900.0
3531,18500.0
3532,19200.0
3533,17800.0
3534,16700.0
3535,21900.0
3536,32035.23115463448
3537,18300.0
3538,23400.0
