,SCH_DEG,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,CCBASIC,CCUGPROF,CCSIZSET,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,TUITFTE,INEXPFTE,POOLYRS,POOLYRS200,PCTFLOAN,CDR2,CDR3,COMP_ORIG_YR2_RT,WDRAW_ORIG_YR2_RT,COMP_ORIG_YR3_RT,WDRAW_ORIG_YR3_RT,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,COMP_ORIG_YR6_RT,WDRAW_ORIG_YR6_RT,COMP_ORIG_YR8_RT,WDRAW_ORIG_YR8_RT,RPY_1YR_RT,COMPL_RPY_1YR_RT,NONCOM_RPY_1YR_RT,RPY_3YR_RT,COMPL_RPY_3YR_RT,NONCOM_RPY_3YR_RT,RPY_5YR_RT,COMPL_RPY_5YR_RT,NONCOM_RPY_5YR_RT,RPY_7YR_RT,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,PAR_ED_PCT_PS,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,DEBT_N,GRAD_DEBT_N,WDRAW_DEBT_N,FEMALE_DEBT_N,MALE_DEBT_N,FAMINC,MD_FAMINC,FAMINC_IND,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,ICLEVEL,UGDS_MEN,UGDS_WOMEN,OPENADMP,FTFTPCTPELL,FTFTPCTFLOAN,CNTOVER150_1YR
3299,3.0,1,1,3,3,1,30.0,7.0,6.0,0.0,405.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3012,3773.0,3640.0,2.0,2.0,0.0,0.0913084990168232,0.0869703326976054,0.3425161502098497,0.232558139535,0.4502883382338015,0.190909090909,0.107692307692,0.315384615385,0.36170212766,0.393617021277,0.340277777778,0.215277777778,0.4361639962783167,0.5468781949183574,0.3470241690231884,0.4754765902077628,0.5846318995346723,0.3894773273565057,0.5153843116427258,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.6329787234,0.25,0.1261318109006949,0.8265895954,11397.64935064935,15945.298883928572,6681.385057471264,12280.061078456429,11445.868898543316,2678.385120813904,1282.5475352112676,1496.1243397887324,2021.227765726681,1007.708604483008,21449.37766,19629.5,2288.0714286,79.8099975585937,8.25,0.25999999046325,98.3399963378906,14.37173128372222,7.868002920928614,89.17488898151937,26303.07,36.7700004577636,6.26000022888183,1,0.321,0.679,2.0,0.6604,0.0,884.7077309868007
1323,3.0,0,12,1,4,2,30.0,10.0,6.0,0.0,40.0,0.25,0.025,0.025,0.0,0.025,0.025,0.025,0.575,0.05,0.025,27960.0,10328.0,4.0,4.0,0.3243,0.0913084990168232,0.022,0.066176470588,0.134803921569,0.59,0.143333333333,0.725333333333,0.133333333333,0.750670241287,0.093833780161,0.753846153846,0.070769230769,0.7470588235,0.7960893855,0.6315789474,0.7905660377,0.8388888889,0.6882352941,0.854442344,0.8913649025,0.7764705882,0.875,0.2910798122,0.1095461659,0.1408450704,0.8782894737,19000.0,25910.0,10429.0,17209.0,19500.0,699.0,381.0,318.0,441.0,258.0,83934.442879,62890.0,6017.5483871,80.1900024414062,9.72000026702881,5.51000022888183,3.4300000667572,25.6499996185302,17.4599990844726,87.1500015258789,86552.41,4.01999998092651,2.75,1,0.425,0.575,2.0,0.25,0.625,255.0
2504,3.0,1,1,3,4,1,18.0,11.0,14.0,0.0,2995.0,0.817,0.0594,0.0414,0.0063,0.003,0.0003,0.0,0.013,0.0594,0.0828,9088.0,10689.0,2.0,2.0,0.6861,0.072,0.057,0.101694915254,0.303543913713,0.294943820225,0.258426966292,0.34283625731,0.319444444444,0.448952879581,0.234293193717,0.466666666667,0.220202020202,0.5018450185,0.641943734,0.3899948954,0.5550200803,0.6985294118,0.4436519258,0.6186849454,0.7688916877,0.517226712,0.6656516443,0.3424242424,0.1435606061,0.1765151515,0.6636174636,21250.0,26000.0,9500.0,21750.0,20022.0,2608.0,1604.0,1004.0,1549.0,1059.0,59561.475758,48758.5,21099.158654,91.6800003051757,5.67999982833862,0.79000002145767,1.61000001430511,12.8500003814697,7.3600001335144,96.7699966430664,52799.06,7.86999988555908,3.41000008583068,1,0.4013,0.5987,2.0,0.4175,0.7418,1094.0
596,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,312.0,0.0,0.0032,0.9968,0.0,0.0,0.0,0.0,0.0,0.0,0.9327,5501.0,4734.0,2.0,2.0,0.356,0.052,0.03,0.768656716418,0.2878495205826216,0.783783783784,0.114864864865,0.71974522293,0.276829904139649,0.853658536585,0.253801107928776,0.730593607306,0.164383561644,0.6068111455,0.6716981132,0.3103448276,0.600619195,0.6779026217,0.2321428571,0.7002398082,0.7798742138,0.4444444444,0.6149584488,0.9333333333,0.1554433811001949,0.1261318109006949,0.5600308676121174,7807.0,8148.0,2982.0,12280.061078456429,11445.868898543316,189.0,152.0,37.0,2021.227765726681,1007.708604483008,7708.0421053,0.0,7980.7427386,72.9599990844726,17.1299991607666,0.9200000166893,68.9899978637695,8.1899995803833,5.59999990463256,39.2799987792968,45777.57,15.8800001144409,5.34000015258789,3,0.0096,0.9904,1.0,0.4028,0.4028,41.0
92,1.0,1,1,1,2,3,11.0,4.0,2.0,0.0,897.0,0.379,0.0881,0.3122,0.0111,0.1271,0.0056,0.0457,0.0011,0.0301,0.0,14061.0,1964.0,2.0,2.0,0.7233,0.088,0.076,0.646950092421,0.297597042514,0.661224489796,0.279591836735,0.644128113879,0.307829181495,0.712195121951,0.19512195122,0.720848056537,0.190812720848,0.3180291153,0.3881481481,0.1009174312,0.3662131519,0.4317841079,0.1627906977,0.4168399168,0.4717741935,0.2293577982,0.4488286067,0.6369668246,0.1895734597,0.0909952607,0.4774346793,7917.0,9000.0,4750.0,7917.0,8233.0,1233.0,880.0,353.0,76.0,1157.0,27944.339336,21165.0,23791.405917,70.5299987792968,4.0,1.87999999523162,27.6700000762939,13.1800003051757,6.55000019073486,85.0400009155273,57880.38,11.6099996566772,3.79999995231628,2,0.9298,0.0702,1.0,0.7624,0.7988,633.0
1411,2.0,1,1,1,3,1,14.0,5.0,12.0,0.0,9371.0,0.5735,0.1593,0.021,0.0274,0.0026,0.0009,0.0542,0.0238,0.1373,0.6137,3012.0,6959.0,2.0,2.142507236695613,0.2238,0.197,0.146,0.052462838823,0.478869134363,0.071091445428,0.448377581121,0.07582322357,0.447357019064,0.069411926732,0.425561217463,0.101339285714,0.251339285714,0.1411194214,0.3428270042,0.1240752295,0.1944204322,0.3882926829,0.1774358974,0.2579221821,0.4310575636,0.243902439,0.3257653939,0.7079477009,0.132069928,0.0799177317,0.4927536232,6870.0,15276.0,5500.0,7472.0,5750.0,5491.0,965.0,4526.0,3489.0,2002.0,25853.03467,16847.0,17216.714753,57.4599990844726,34.7200012207031,1.41999995708465,3.71000003814697,9.73999977111816,5.63000011444091,87.5800018310547,54248.21,14.1000003814697,4.84999990463256,1,0.412,0.588,1.0,0.7527,0.2397,492.0
4679,1.0,0,2,1,1,3,-2.0,-2.0,-2.0,0.0,155.0,0.6903,0.071,0.1032,0.0065,0.0,0.0,0.129,0.0,0.0,0.0,11556.0,4978.0,2.0,2.0,0.5,0.033,0.021,0.820197044335,0.125615763547,0.830508474576,0.087570621469,0.792682926829,0.109756097561,0.808383233533,0.089820359281,0.724431818182,0.110795454545,0.5065312046,0.5626134301,0.2826086957,0.5360230548,0.5831842576,0.3407407407,0.5142857143,0.5527522936,0.3790322581,0.5462962963,0.5771725032,0.1854734112,0.1128404669,0.5639097744,7306.0,9154.0,4750.0,7239.0,9000.0,638.0,483.0,155.0,602.0,36.0,35767.330739,23753.0,22648.333333,76.1461475169641,12.59515768395575,2.940960700933222,12.785574950469384,14.37173128372222,7.868002920928614,89.17488898151937,58330.236984473566,10.492974269974278,3.8103905911586704,2,0.0323,0.9677,1.0,0.6184,0.6711,271.0
3030,3.0,1,1,3,4,1,16.0,14.0,17.0,0.0,10585.0,0.8209,0.0128,0.046,0.029,0.0003,0.0,0.0326,0.0288,0.0297,0.0366,25968.0,15134.0,2.0,2.0,0.4217,0.023,0.017,0.104817363684,0.098464796188,0.652004454343,0.073496659243,0.683118339877,0.093101514302,0.705192629816,0.081518704634,0.705035971223,0.076738609113,0.7808599168,0.8369734789,0.6426512968,0.8060367454,0.8666919863,0.6703483432,0.8761955367,0.9254683141,0.777689243,0.8914879792,0.1598042039,0.0990498128,0.1379211057,0.8848878394,17200.0,21111.0,6824.0,17500.0,16000.0,4244.0,2824.0,1420.0,2558.0,1686.0,112888.02591,92817.0,26605.79397,91.5299987792968,2.98000001907348,2.28999996185302,3.57999992370605,21.6800003051757,14.8500003814697,91.6800003051757,74257.05,5.40999984741211,2.78999996185302,1,0.3953,0.6047,2.0,0.1337,0.489,2017.0
3979,1.0,0,13,1,2,3,10.0,4.0,2.0,0.0,463.0,0.5076,0.0994,0.2268,0.0324,0.0043,0.0043,0.1145,0.0,0.0108,0.0,8732.0,3805.0,2.0,2.0,0.4989,0.062,0.072,0.679266347687,0.141148325359,0.687432369763,0.130932137888,0.692901909343,0.134674245737,0.696234186525,0.110179464548,0.646119672359,0.0921838123,0.4284942919,0.4734714004,0.2669971671,0.4626200015,0.5043520309,0.3132571824,0.4316814028,0.4571392817,0.3944769568,0.4595624145,0.6241371287,0.1678430156,0.1022260141,0.4946070878,8910.0,9500.0,4718.0,8750.0,9500.0,12436.0,9882.0,2554.0,10524.0,1912.0,31765.580237,21596.0,23996.616187,71.0100021362304,5.07000017166137,4.63000011444091,27.2099990844726,15.0200004577636,7.69999980926513,84.4000015258789,59572.48,9.48999977111816,3.65000009536743,2,0.1317,0.8683,1.0,0.6835,0.7194,6761.0
1691,3.0,1,1,3,4,2,19.0,14.0,11.0,0.0,1767.0,0.8053,0.0294,0.073,0.0238,0.0045,0.0,0.0311,0.0085,0.0243,0.0589,12122.0,7393.0,2.0,2.0,0.6591,0.018,0.025,0.134042553191,0.102127659574,0.482683982684,0.125541125541,0.504255319149,0.182978723404,0.522222222222,0.137777777778,0.523404255319,0.136170212766,0.697566628,0.775462963,0.6194895592,0.7412663755,0.811965812,0.6674107143,0.8301245753,0.8826185102,0.7772727273,0.8627968338,0.2378318584,0.1194690265,0.1681415929,0.737704918,18063.0,26966.0,8750.0,18000.0,18250.0,1026.0,534.0,492.0,606.0,420.0,80936.094027,69291.0,34401.415385,93.8300018310547,1.36000001430511,1.30999994277954,3.70000004768371,17.3999996185302,7.8600001335144,96.120002746582,59199.51,5.69000005722045,2.11999988555908,1,0.4194,0.5806,2.0,0.2793,0.6324,352.0
209,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,47.0,0.4681,0.0638,0.4255,0.0,0.0,0.0,0.0426,0.0,0.0,0.1702,13795.0,2984.0,2.0,2.0,0.646,0.119,0.0,0.3425161502098497,0.2878495205826216,0.807692307692,0.2819515119424101,0.725,0.276829904139649,0.6875,0.253801107928776,0.523076923077,0.1883543183037417,0.3826086957,0.5468781949183574,0.3470241690231884,0.4608695652,0.5846318995346723,0.3894773273565057,0.4875,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.6057692308,0.1442307692,0.1057692308,0.4615384615,4312.0,4836.0,6681.385057471264,12280.061078456429,11445.868898543316,102.0,92.0,10.0,2021.227765726681,1007.708604483008,33871.259615,20291.0,16665.387755,70.25,2.65000009536743,4.21999979019165,29.6900005340576,9.40999984741211,4.07000017166137,82.5599975585937,55666.76,12.5500001907348,7.07999992370605,3,0.0,1.0,1.0,0.6897,0.7586,26.0
3857,1.0,1,2,1,1,3,-2.0,-2.0,-2.0,0.0,83.0,0.5301,0.3494,0.0723,0.0482,0.0,0.0,0.0,0.0,0.0,0.3253,2077.0,2258.0,2.0,2.0,0.584,0.0913084990168232,0.179,0.384615384615,0.406593406593,0.35,0.475,0.428571428571,0.384615384615,0.515625,0.3203125,0.147058823529,0.1883543183037417,0.2307692308,0.5468781949183574,0.3470241690231884,0.2461538462,0.5846318995346723,0.3894773273565057,0.5153843116427258,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.8,0.1142857143,0.1261318109006949,0.3661971831,12684.0,16500.0,9500.0,12280.061078456429,11445.868898543316,125.0,62.0,63.0,107.0,18.0,18045.622857,12513.0,13030.481203,75.1900024414062,17.8600006103515,0.43000000715255,8.85000038146972,8.0,3.99000000953674,95.2600021362304,42634.45,14.2299995422363,3.67000007629394,3,0.1446,0.8554,1.0,0.7692,0.7692,21.0
2696,1.0,1,4,1,1,3,-2.0,-2.0,-2.0,0.0,113.0,0.2743,0.708,0.0177,0.0,0.0,0.0,0.0,0.0,0.0,0.5575,7450.0,7929.0,2.0,2.0,0.5876,0.076,0.076,0.581113801453,0.176755447942,0.595567867036,0.193905817175,0.546357615894,0.145695364238,0.580912863071,0.182572614108,0.588059701493,0.131343283582,0.1756756757,0.2582781457,0.0601851852,0.2319391635,0.3171521036,0.1105990783,0.2424698795,0.305764411,0.1471698113,0.2413793103,0.7218710493,0.1365360303,0.0670037927,0.5216138329,5858.0,5893.0,4750.0,5855.0,7917.0,828.0,540.0,288.0,808.0,20.0,24431.681416,16371.0,18692.056863,61.6699981689453,34.6199989318847,1.30999994277954,2.45000004768371,14.6999998092651,7.86999988555908,95.7399978637695,52810.02,10.6300001144409,3.86999988555908,3,0.0531,0.9469,1.0,0.84,0.92,193.0
2250,1.0,1,1,1,1,1,-2.0,-2.0,-2.0,0.0,276.0,0.8659,0.058,0.0217,0.0036,0.0,0.0,0.0507,0.0,0.0,0.8442,9081.0,12047.0,2.0,2.0,0.4266,0.111,0.119,0.798449612403,0.116279069767,0.708333333333,0.215277777778,0.78,0.12,0.720588235294,0.156862745098,0.670520231214,0.1883543183037417,0.4392523364,0.5093167702,0.36875,0.4550898204,0.509202454,0.4035087719,0.4584527221,0.4960629921,0.3578947368,0.5111821086,0.6007326007,0.1538461538,0.1261318109006949,0.4256198347,6333.0,7307.0,4750.0,9166.0,5917.0,240.0,205.0,35.0,168.0,72.0,33423.501832,23525.0,25204.695187,92.0299987792968,4.61999988555908,0.36000001430511,3.56999993324279,9.44999980926513,4.65000009536743,97.7600021362304,58075.85,6.15999984741211,2.96000003814697,3,0.3261,0.6739,1.0,0.1475,0.2787,167.0
2395,2.0,1,1,2,2,1,1.0,1.0,4.0,0.0,10632.0,0.4987,0.0884,0.1683,0.0353,0.0451,0.002,0.092,0.0703,0.0,0.6493,3443.0,4650.0,2.0,2.0,0.1793,0.167,0.133,0.136587211502,0.505107832009,0.173043778008,0.470527404343,0.184858044164,0.450157728707,0.174348089751,0.45451788963,0.143529995042,0.28284581061,0.3943323727,0.6369047619,0.3476517755,0.4022063893,0.6342141864,0.356277533,0.3893095768,0.6498054475,0.3556338028,0.4911902193,0.5812261233,0.1939239585,0.1282517737,0.5108160206,5500.0,10000.0,5069.0,5750.0,5500.0,3677.0,873.0,2804.0,2466.0,1211.0,32532.798254,23868.0,24318.703308,76.7200012207031,8.86999988555908,2.63000011444091,7.30999994277954,15.1400003433227,7.71000003814697,93.0800018310547,52271.06,10.2600002288818,3.14000010490417,2,0.3581,0.6419,1.0,0.5464,0.168,642.0
3785,2.0,1,1,2,2,1,3.0,3.0,1.0,0.0,249.0,0.6667,0.008,0.2008,0.008,0.012,0.008,0.0321,0.0361,0.0281,0.5382,1865.0,8319.0,2.0,2.0,0.0422,0.111,0.113,0.136752136752,0.495726495726,0.126582278481,0.46835443038,0.146551724138,0.603448275862,0.202380952381,0.47619047619,0.4515947604880601,0.1883543183037417,0.4361639962783167,0.5468781949183574,0.3470241690231884,0.25,0.5846318995346723,0.3894773273565057,0.5153843116427258,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.59375,0.2291666667,0.125,0.5098039216,5906.0,15945.298883928572,4978.0,12280.061078456429,11445.868898543316,70.0,15.0,55.0,53.0,17.0,26325.869792,19891.5,18677.398305,81.1999969482422,4.15000009536743,5.15000009536743,8.73999977111816,20.2800006866455,10.039999961853,87.1900024414062,62509.96,7.42999982833862,4.13000011444091,2,0.4056,0.5944,1.0,0.7551,0.0,17.0
1500,3.0,1,1,3,4,2,30.0,13.0,7.0,0.0,656.0,0.6402,0.0732,0.0976,0.096,0.0274,0.003,0.0168,0.0213,0.0244,0.0183,21314.0,15480.0,2.0,2.0,0.8688,0.046,0.013,0.133027522936,0.220183486239,0.604166666667,0.182291666667,0.620879120879,0.181318681319,0.639024390244,0.20487804878,0.673913043478,0.108695652174,0.6282722513,0.6768558952,0.5555555556,0.6632911392,0.69527897,0.6172839506,0.7788697789,0.8368200837,0.6964285714,0.7957559682,0.2971576227,0.1550387597,0.1782945736,0.7916666667,18230.0,26500.0,8250.0,17000.0,19225.0,480.0,247.0,233.0,327.0,153.0,71393.100775,52219.0,32203.616438,87.2799987792968,4.84999990463256,2.84999990463256,4.86999988555908,21.1900005340576,10.3400001525878,92.5400009155273,70094.27,5.55999994277954,2.90000009536743,1,0.3034,0.6966,2.0,0.3539,0.9719,148.0
3972,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,90.0,0.9333,0.0222,0.0222,0.0111,0.0,0.0111,0.0,0.0,0.0,0.0,7247.0,3543.0,2.0,2.0,0.6606,0.062,0.081,0.3425161502098497,0.2878495205826216,0.4502883382338015,0.2819515119424101,0.766666666667,0.276829904139649,0.787878787879,0.253801107928776,0.733333333333,0.1883543183037417,0.5436893204,0.5897435897,0.4,0.5420560748,0.5853658537,0.4,0.6203703704,0.6891891892,0.4705882353,0.5873015873,0.5724637681,0.1594202899,0.1594202899,0.5826771654,7699.0,8000.0,6681.385057471264,7718.0,7560.0,115.0,105.0,10.0,94.0,21.0,35766.666667,23353.5,27734.21,87.8099975585937,1.75,2.19000005722045,9.56999969482422,19.5200004577636,10.5699996948242,90.1800003051757,61899.3,7.03000020980835,3.28999996185302,3,0.1889,0.8111,1.0,0.7667,0.85,49.0
3878,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,101.0,0.1485,0.6733,0.0792,0.0297,0.0,0.0,0.0,0.0,0.0693,0.5248,6521.0,1990.0,2.0,2.0,0.911,0.238,0.109,0.604166666667,0.243055555556,0.584905660377,0.264150943396,0.661157024793,0.198347107438,0.612021857923,0.180327868852,0.707692307692,0.138461538462,0.1585365854,0.1933333333,0.1292134831,0.2296072508,0.2467532468,0.2146892655,0.2475247525,0.270531401,0.1979166667,0.3267326733,0.8084291188,0.1264367816,0.1261318109006949,0.3691588785,9500.0,11759.0,6334.0,12280.061078456429,11445.868898543316,190.0,113.0,77.0,175.0,15.0,20252.727969,13970.0,17761.427928,70.25,22.8199996948242,2.42000007629394,5.26000022888183,24.5300006866455,12.079999923706,91.0899963378906,69733.26,6.88999986648559,2.90000009536743,3,0.1287,0.8713,1.0,0.8148,0.8765,95.0
1084,3.0,1,1,3,4,2,22.0,11.0,8.0,0.0,528.0,0.5189,0.1572,0.1761,0.0038,0.0057,0.0019,0.0909,0.0436,0.0019,0.072,9245.0,6224.0,2.0,2.0,0.7221,0.04,0.08,0.049261083744,0.162561576355,0.133891213389,0.355648535565,0.325670498084,0.187739463602,0.418604651163,0.135658914729,0.36328125,0.16796875,0.5614035088,0.7515151515,0.4536082474,0.6020618557,0.7584269663,0.5114006515,0.7198067633,0.8563535912,0.6137339056,0.7661971831,0.3164251208,0.152173913,0.2077294686,0.6860158311,14000.0,26538.0,12000.0,19125.0,9500.0,500.0,52.0,448.0,186.0,314.0,60483.722222,49304.5,48005.72549,85.3399963378906,4.67999982833862,1.78999996185302,10.0900001525878,14.7799997329711,6.82999992370605,93.4800033569336,57538.37,7.53000020980835,3.01999998092651,1,0.6155,0.3845,2.0,0.5625,0.7266,113.0
1267,3.0,1,1,3,4,2,18.0,13.0,14.0,0.0,3008.0,0.5286,0.263,0.0854,0.0406,0.0017,0.0013,0.0519,0.009,0.0186,0.109,15085.0,9848.0,2.0,2.0,0.5674,0.055,0.044,0.134529147982,0.081838565022,0.491166077739,0.075382803298,0.608447488584,0.082191780822,0.575609756098,0.092682926829,0.568139963168,0.058011049724,0.5508637236,0.7141104294,0.3729946524,0.5814234017,0.7315357562,0.4223602484,0.7085953878,0.8322411533,0.5673652695,0.7673992674,0.2640047676,0.1299165673,0.1656734207,0.6930564568,24000.0,27000.0,9500.0,24757.0,21734.0,1623.0,1104.0,519.0,1054.0,569.0,80440.603099,63596.0,37885.093525,74.7300033569336,20.0200004577636,2.67000007629394,2.21000003814697,17.4799995422363,11.1099996566772,93.0599975585937,74334.54,5.42999982833862,2.80999994277954,1,0.362,0.638,2.0,0.2781,0.5562,911.0
1109,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,207.0,0.744,0.1159,0.0145,0.0097,0.0048,0.0048,0.0386,0.0,0.0676,0.3237,9113.0,3770.0,2.0,2.0,0.5414,0.143,0.101,0.39175257732,0.505154639175,0.512605042017,0.302521008403,0.51048951049,0.321678321678,0.536764705882,0.220588235294,0.446808510638,0.218085106383,0.2934782609,0.4238410596,0.136,0.35,0.4701986755,0.2093023256,0.396039604,0.524822695,0.2839506173,0.3486238532,0.5852534562,0.1290322581,0.0875576037,0.6020408163,9833.0,9833.0,4750.0,12280.061078456429,11445.868898543316,192.0,127.0,65.0,181.0,11.0,44489.912442,21005.0,20255.564815,46.5400009155273,49.8199996948242,0.98000001907348,1.73000001907348,7.44999980926513,4.46999979019165,96.7900009155273,35802.1,24.6000003814697,5.69000005722045,3,0.0676,0.9324,1.0,0.5769,0.7692,46.0
2749,3.0,1,1,3,3,2,24.0,7.0,7.0,0.0,55.0,0.0,0.9636,0.0,0.0,0.0,0.0,0.0,0.0364,0.0,0.1818,13742.0,2328.0,4.0,4.0,0.7396,0.0,0.157,0.3425161502098497,0.2878495205826216,0.4502883382338015,0.395348837209,0.340425531915,0.31914893617,0.5,0.253801107928776,0.48,0.1883543183037417,0.4361639962783167,0.5468781949183574,0.3470241690231884,0.4754765902077628,0.5846318995346723,0.3894773273565057,0.5153843116427258,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.6883116883,0.1554433811001949,0.1261318109006949,0.5151515152,23093.0,43000.0,19000.0,20000.0,23093.0,74.0,25.0,49.0,32.0,42.0,21528.662338,17703.0,20741.472727,50.5400009155273,44.1199989318847,1.45000004768371,4.09999990463256,13.3599996566772,6.40999984741211,95.1600036621093,49435.09,14.5500001907348,4.32999992370605,1,0.6727,0.3273,1.0,0.4737,0.4211,884.7077309868007
2978,3.0,1,1,3,4,1,17.0,7.0,15.0,0.0,9297.0,0.3174,0.1852,0.3323,0.095,0.0031,0.0006,0.0365,0.0254,0.0045,0.2632,6080.0,6595.0,2.0,2.0,0.4388,0.047,0.051,0.219071105631,0.179202630497,0.387691101529,0.162289298314,0.506565857541,0.138081973737,0.539716312057,0.122340425532,0.527572883737,0.110291534949,0.4812692816,0.6327160494,0.3299559471,0.546930281,0.6957831325,0.407496977,0.6170011806,0.7599403579,0.4876293297,0.6905037638,0.4496006907,0.2011655515,0.1627455213,0.5842131724,14000.0,19845.0,8750.0,14000.0,14607.0,5689.0,3126.0,2563.0,5174.0,515.0,45407.034319,32124.0,30560.297759,71.4599990844726,13.3100004196167,3.85999989509582,19.2000007629394,19.3099994659423,8.43000030517578,86.3600006103515,69739.2,8.19999980926513,3.27999997138977,1,0.0956,0.9044,2.0,0.5286,0.5529,2687.0
3753,1.0,1,1,1,1,1,-2.0,-2.0,-2.0,0.0,122.0,0.4262,0.3443,0.1885,0.041,0.0,0.0,0.0,0.0,0.0,0.5246,1548.0,5902.0,2.0,2.0,0.7027,0.085,0.073,0.70297029703,0.158415841584,0.73786407767,0.155339805825,0.833333333333,0.276829904139649,0.845360824742,0.253801107928776,0.4515947604880601,0.1883543183037417,0.464516129,0.5468781949183574,0.3470241690231884,0.5294117647,0.5833333333,0.3333333333,0.5714285714,0.6295410109199638,0.4355592795536239,0.7080291971,0.5330188679,0.2028301887,0.1462264151,0.3988764045,9500.0,14967.0,4750.0,12280.061078456429,11445.868898543316,217.0,128.0,89.0,199.0,18.0,36380.174528,27721.5,31636.92053,90.6600036621093,4.44999980926513,1.12000000476837,5.21999979019165,10.3199996948242,6.15000009536743,95.0899963378906,56871.24,5.92999982833862,2.54999995231628,3,0.0902,0.9098,1.0,0.6338,0.8169,110.0
634,2.0,1,1,2,3,1,14.0,5.0,12.0,0.0,11043.0,0.5441,0.1261,0.2111,0.0358,0.0019,0.0015,0.0436,0.0209,0.015,0.5606,2510.0,4374.0,2.0,2.142507236695613,0.1521,0.192,0.104,0.21142162819,0.397326852977,0.274388355528,0.368844843605,0.302386495925,0.369033760186,0.278506059857,0.340836012862,0.243267914194,0.244637151985,0.2888928444,0.4085948158,0.246628131,0.353776738,0.489321608,0.3046448087,0.4033534288,0.5594573025,0.3551171393,0.4891762721,0.5596518987,0.1905063291,0.1264240506,0.5815653414,6809.0,11250.0,5679.0,7500.0,6500.0,4852.0,1415.0,3437.0,2909.0,1943.0,35371.773576,25000.0,19012.832727,77.3499984741211,16.329999923706,2.31999993324279,8.31999969482422,16.2999992370605,13.0299997329711,89.1600036621093,50017.68,11.3599996566772,3.63000011444091,1,0.4425,0.5575,1.0,0.3755,0.1869,1013.0
3498,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,378.0,0.1164,0.2566,0.5582,0.0079,0.0106,0.0,0.0503,0.0,0.0,0.0,8764.0,1257.0,2.0,2.0,0.6451,0.133,0.107,0.870786516854,0.2878495205826216,0.868894601542,0.089974293059,0.800453514739,0.149659863946,0.794520547945,0.097847358121,0.777517564403,0.085480093677,0.3796740173,0.4004550626,0.2682926829,0.3920076118,0.4146067416,0.2670807453,0.3339050886,0.3497822932,0.2749326146,0.3141786384,0.7357237716,0.1646746348,0.0703851262,0.2661290323,8043.0,8182.0,2800.0,7999.0,8183.0,772.0,666.0,106.0,733.0,39.0,23192.555113,17655.0,17140.13198,55.3600006103515,23.7299995422363,3.24000000953674,29.329999923706,15.0699996948242,6.73000001907348,80.4800033569336,59565.97,12.4200000762939,4.13000011444091,3,0.0317,0.9683,1.0,0.6778,0.6394,385.0
2882,2.0,1,1,2,2,1,6.0,1.0,3.0,0.0,2133.0,0.6015,0.0572,0.2785,0.0066,0.0033,0.0033,0.0375,0.0042,0.008,0.5091,2022.0,4172.0,2.0,2.0,0.0988,0.168,0.076,0.190889370933,0.484815618221,0.230861244019,0.441387559809,0.222222222222,0.439775910364,0.197833935018,0.425992779783,0.165919282511,0.263826606876,0.2254784689,0.3840304183,0.1958836054,0.2687793427,0.4119850187,0.24217119,0.387245841,0.5928571429,0.3566878981,0.455,0.5393000574,0.1962134251,0.1583476764,0.5156771181,7775.0,10500.0,5500.0,8500.0,5500.0,1106.0,348.0,758.0,781.0,325.0,33972.457831,26206.0,23172.857143,84.0999984741211,6.65999984741211,0.61000001430511,14.8900003433227,10.3599996566772,4.76999998092651,92.8000030517578,52377.48,9.76000022888183,3.22000002861023,2,0.3863,0.6137,1.0,0.3922,0.1227,162.0
