,SCH_DEG,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,CCBASIC,CCUGPROF,CCSIZSET,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,TUITFTE,INEXPFTE,POOLYRS,POOLYRS200,PCTFLOAN,CDR2,CDR3,COMP_ORIG_YR2_RT,WDRAW_ORIG_YR2_RT,COMP_ORIG_YR3_RT,WDRAW_ORIG_YR3_RT,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,COMP_ORIG_YR6_RT,WDRAW_ORIG_YR6_RT,COMP_ORIG_YR8_RT,WDRAW_ORIG_YR8_RT,RPY_1YR_RT,COMPL_RPY_1YR_RT,NONCOM_RPY_1YR_RT,RPY_3YR_RT,COMPL_RPY_3YR_RT,NONCOM_RPY_3YR_RT,RPY_5YR_RT,COMPL_RPY_5YR_RT,NONCOM_RPY_5YR_RT,RPY_7YR_RT,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,PAR_ED_PCT_PS,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,DEBT_N,GRAD_DEBT_N,WDRAW_DEBT_N,FEMALE_DEBT_N,MALE_DEBT_N,FAMINC,MD_FAMINC,FAMINC_IND,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,ICLEVEL,UGDS_MEN,UGDS_WOMEN,OPENADMP,FTFTPCTPELL,FTFTPCTFLOAN,CNTOVER150_1YR
1732,2.0,1,1,2,2,1,8.0,2.0,2.0,0.0,543.0,0.8527,0.0166,0.035,0.0092,0.0018,0.0,0.0221,0.0,0.0626,0.593,6387.0,7029.0,2.0,2.0,0.4529,0.088,0.11,0.3425161502098497,0.646853146853,0.4502883382338015,0.66081871345,0.4847121774627148,0.630071599045,0.4958883120639391,0.601659751037,0.056722689076,0.489495798319,0.458703939,0.6,0.4449093445,0.4926650367,0.7361111111,0.4691689008,0.5551075269,0.7772020725,0.4773139746,0.6566901408,0.4157480315,0.1448818898,0.1952755906,0.5741710297,9500.0,18013.0,9000.0,9500.0,8751.0,581.0,24.0,557.0,300.0,281.0,49020.705512,37455.0,26391.124424,76.1461475169641,12.59515768395575,2.940960700933222,12.785574950469384,14.37173128372222,7.868002920928614,89.17488898151937,58330.236984473566,10.492974269974278,3.8103905911586704,2,0.4457,0.5543,1.0,0.4203,0.6449,884.7077309868007
3384,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,164.0,0.75,0.1159,0.0183,0.0061,0.0,0.0,0.0305,0.0,0.0793,0.1768,11722.0,3593.0,2.0,2.0,0.5534,0.0,0.243,0.547826086957,0.2878495205826216,0.621848739496,0.2819515119424101,0.626582278481,0.26582278481,0.664383561644,0.239726027397,0.594202898551,0.1883543183037417,0.28515625,0.3647798742,0.1546391753,0.3178294574,0.4150943396,0.1616161616,0.3166666667,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.7404255319,0.0808510638,0.0808510638,0.4705882353,9500.0,14964.0,4750.0,9500.0,9833.0,220.0,123.0,97.0,191.0,29.0,28067.817021,15658.0,15411.357664,93.8399963378906,2.75999999046325,0.52999997138977,1.45000004768371,11.2700004577636,6.09000015258789,97.9400024414062,51366.67,8.36999988555908,3.03999996185302,3,0.2012,0.7988,1.0,0.7368,0.8421,49.0
1097,3.0,1,1,3,4,2,22.0,9.0,7.0,0.0,803.0,0.6276,0.1183,0.0747,0.0286,0.0062,0.0025,0.0,0.0075,0.1345,0.1308,10127.0,6604.0,2.0,2.0,0.5912,0.108,0.055,0.149812734082,0.247191011236,0.33660130719,0.222222222222,0.372832369942,0.199421965318,0.352941176471,0.217647058824,0.35,0.190909090909,0.4135802469,0.5692307692,0.356741573,0.4908350305,0.6666666667,0.42,0.6180758017,0.7394957983,0.5535714286,0.6730769231,0.4288164666,0.1903945111,0.192109777,0.5478927203,19500.0,27500.0,9598.0,22240.0,12000.0,614.0,298.0,316.0,461.0,153.0,44944.723842,34373.0,31722.553846,91.7900009155273,5.61999988555908,0.69999998807907,1.87000000476837,9.8100004196167,5.98000001907348,97.8399963378906,50402.08,10.2100000381469,3.58999991416931,1,0.3537,0.6463,2.0,0.34,0.4933,136.0
1597,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,91.0,0.8022,0.1648,0.011,0.011,0.0,0.0,0.0,0.0,0.011,0.0,10387.0,3449.0,2.0,2.0,0.4662,0.131,0.03,0.736842105263,0.2878495205826216,0.643835616438,0.2819515119424101,0.545454545455,0.276829904139649,0.4958883120639391,0.253801107928776,0.657142857143,0.1883543183037417,0.2321428571,0.5468781949183574,0.3470241690231884,0.3272727273,0.5846318995346723,0.3894773273565057,0.4230769231,0.6295410109199638,0.4355592795536239,0.6388888889,0.6744186047,0.1240310078,0.1261318109006949,0.5,9500.0,9500.0,5125.0,12280.061078456429,11445.868898543316,157.0,123.0,34.0,2021.227765726681,1007.708604483008,29212.651163,17749.0,13725.108108,88.5500030517578,6.90000009536743,1.5,2.24000000953674,16.6800003051757,11.7200002670288,96.1399993896484,49784.43,8.67000007629394,3.07999992370605,3,0.044,0.956,1.0,0.7059,0.7647,45.0
1293,2.0,1,1,2,2,1,1.0,1.0,4.0,0.0,8711.0,0.2071,0.2544,0.2628,0.112,0.0031,0.0009,0.0101,0.0645,0.0851,0.6123,4262.0,5345.0,2.0,2.0,0.0539,0.113,0.075,0.101535240754,0.459874389393,0.137199875273,0.465232304334,0.156586578293,0.455675227838,0.169083376489,0.410409114448,0.164299115519,0.200214419727,0.3874476987,0.602739726,0.3391393443,0.4485910129,0.673553719,0.3977591036,0.5164506481,0.7591240876,0.4780600462,0.56,0.6897350993,0.184602649,0.0854304636,0.4510297483,5500.0,9450.0,5000.0,5500.0,5500.0,1427.0,335.0,1092.0,849.0,578.0,22987.59255,17321.0,18187.634085,62.1500015258789,19.1299991607666,7.53000020980835,12.2399997711181,17.5499992370605,13.0,73.0199966430664,59542.29,12.2700004577636,3.83999991416931,2,0.4068,0.5932,1.0,0.5608,0.0352,680.0
3935,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,55.0,0.7818,0.1091,0.0182,0.0545,0.0182,0.0,0.0,0.0,0.0182,0.0,11271.0,4382.0,2.0,2.0,0.7024,0.05,0.071,0.672727272727,0.2878495205826216,0.659090909091,0.2819515119424101,0.807692307692,0.276829904139649,0.727272727273,0.253801107928776,0.628571428571,0.161904761905,0.4342105263,0.5671641791,0.3294117647,0.4248366013,0.5606060606,0.3218390805,0.4771573604,0.56,0.3333333333,0.371040724,0.7058823529,0.137254902,0.1261318109006949,0.5600308676121174,7107.0,7917.0,3959.0,12280.061078456429,11445.868898543316,83.0,53.0,30.0,2021.227765726681,1007.708604483008,25778.27451,16534.5,18087.697368,95.120002746582,1.40999996662139,0.70999997854232,1.70000004768371,12.6300001144409,5.98000001907348,97.7200012207031,46170.4,9.26000022888183,3.33999991416931,3,0.0,1.0,1.0,0.8182,0.8364,24.0
4564,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,205.0,0.3561,0.2634,0.2829,0.0293,0.0146,0.0,0.0049,0.0,0.0488,0.7805,14882.0,8242.0,2.0,2.0,0.2431,0.0913084990168232,0.079,0.859154929577,0.2878495205826216,0.4502883382338015,0.2819515119424101,0.831325301205,0.276829904139649,0.4958883120639391,0.253801107928776,0.75,0.1883543183037417,0.5188679245,0.5487804878,0.4166666667,0.5225225225,0.5411764706,0.4615384615,0.4444444444,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.6705882353,0.1235294118,0.1261318109006949,0.5540540541,3943.0,5321.0,6681.385057471264,12280.061078456429,11445.868898543316,145.0,131.0,14.0,2021.227765726681,1007.708604483008,34880.470588,16342.5,24062.104839,76.1461475169641,12.59515768395575,2.940960700933222,12.785574950469384,14.37173128372222,7.868002920928614,89.17488898151937,58330.236984473566,10.492974269974278,3.8103905911586704,3,0.0098,0.9902,1.0,0.3048,0.4667,60.0
3512,1.0,0,11,1,2,3,7.0,3.0,1.0,0.0,62.0,0.5968,0.2903,0.0484,0.0161,0.0,0.0,0.0161,0.0,0.0323,0.1774,9564.0,3843.0,2.0,2.0,0.6289,0.181,0.18,0.678189300412,0.202469135802,0.688273852877,0.187909686817,0.632702867602,0.215985356925,0.558152793615,0.228620296465,0.577919127669,0.190368014539,0.1603108678,0.2506908463,0.1085041085,0.3100107643,0.3475177305,0.1919642857,0.3230425056,0.3456722918,0.2185929648,0.3521545319,0.70303269,0.1185506105,0.0870421426,0.437267658,8347.0,9500.0,3291.0,8515.0,5500.0,2122.0,1529.0,593.0,2017.0,105.0,27520.192989,17342.0,20516.269547,64.3600006103515,29.6000003814697,0.74000000953674,7.69999980926513,9.89000034332275,5.19999980926513,95.1999969482422,55617.39,10.289999961853,4.69000005722045,2,0.0806,0.9194,1.0,0.6667,0.5333,1188.0
2784,3.0,1,1,3,4,2,18.0,11.0,10.0,0.0,1360.0,0.8404,0.0397,0.0044,0.011,0.0059,0.0029,0.0221,0.0235,0.05,0.0794,10686.0,5027.0,2.0,2.0,0.6712,0.044,0.047,0.340341655716,0.178712220762,0.494105037513,0.190782422294,0.391304347826,0.208074534161,0.352112676056,0.308685446009,0.475743348983,0.223787167449,0.5386435331,0.6106770833,0.428,0.5974607916,0.6598311218,0.4960784314,0.6688596491,0.75,0.5421348315,0.7578947368,0.4272019173,0.1833433194,0.1953265428,0.489194499,17638.0,22500.0,9500.0,18750.0,15417.0,1464.0,897.0,567.0,989.0,475.0,44572.843619,35279.0,38855.445605,92.7200012207031,4.30999994277954,0.87000000476837,1.87000000476837,11.8000001907348,6.19000005722046,97.1699981689453,48448.0,9.96000003814697,2.97000002861022,1,0.3537,0.6463,2.0,0.4483,0.7044,847.0
2056,3.0,1,1,3,3,2,21.0,14.0,11.0,0.0,2421.0,0.5812,0.0417,0.0793,0.1152,0.0017,0.0,0.0884,0.0843,0.0083,0.007,36085.0,33308.0,2.0,2.0,0.4153,0.0,0.006,0.3425161502098497,0.2878495205826216,0.900510204082,0.2819515119424101,0.881748071979,0.038560411311,0.922222222222,0.253801107928776,0.901442307692,0.1883543183037417,0.8833992095,0.9107551487,0.7101449275,0.9332023576,0.9543378995,0.8028169014,0.9278937381,0.9437229437,0.8153846154,0.9493177388,0.2342465753,0.1246575342,0.1452054795,0.8581560284,17771.0,18707.0,5521.0,17993.0,17711.0,664.0,586.0,78.0,369.0,295.0,94583.09863,71194.5,10770.5,80.0,8.52000045776367,5.1100001335144,8.97999954223632,22.5599994659423,17.1800003051757,85.1600036621093,80899.18,6.38999986648559,3.1800000667572,1,0.3779,0.6221,2.0,0.2017,0.3788,394.0
2130,1.0,1,1,1,2,1,9.0,1.0,2.0,0.0,415.0,0.7205,0.1398,0.0916,0.0169,0.0024,0.0,0.0193,0.0024,0.0072,0.5687,1344.0,7861.0,2.0,2.0,0.0,0.0,0.0869703326976054,0.337662337662,0.402597402597,0.369565217391,0.396739130435,0.354166666667,0.416666666667,0.233333333333,0.509523809524,0.091286307054,0.207468879668,0.4361639962783167,0.5468781949183574,0.3470241690231884,0.4754765902077628,0.5846318995346723,0.3894773273565057,0.5153843116427258,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.6991150442,0.1710914454,0.1261318109006949,0.5475409836,11397.64935064935,15945.298883928572,6681.385057471264,12280.061078456429,11445.868898543316,2678.385120813904,1282.5475352112676,1496.1243397887324,2021.227765726681,1007.708604483008,23081.471976,20533.0,20670.24,71.8499984741211,20.329999923706,1.36000001430511,8.77999973297119,7.94000005722046,2.81999993324279,92.5699996948242,46124.58,11.329999923706,3.06999993324279,2,0.4747,0.5253,1.0,0.5077,0.0,113.0
4884,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,552.0,0.3877,0.2663,0.2917,0.0072,0.0018,0.0,0.0308,0.0072,0.0072,0.4293,14933.0,6585.0,2.0,2.0,0.465,0.0913084990168232,0.224,0.651515151515,0.2878495205826216,0.507042253521,0.30985915493,0.4847121774627148,0.276829904139649,0.4958883120639391,0.253801107928776,0.4515947604880601,0.1883543183037417,0.4361639962783167,0.5468781949183574,0.3470241690231884,0.4754765902077628,0.5846318995346723,0.3894773273565057,0.5153843116427258,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.685,0.135,0.11,0.5402298851,6017.0,9500.0,4750.0,9500.0,5500.0,777.0,569.0,208.0,60.0,717.0,27213.66,20213.0,17453.978417,76.1461475169641,12.59515768395575,2.940960700933222,12.785574950469384,14.37173128372222,7.868002920928614,89.17488898151937,58330.236984473566,10.492974269974278,3.8103905911586704,3,0.9149,0.0851,1.0,0.7151,0.8023,145.0
828,1.0,1,1,1,2,1,9.0,1.0,2.0,0.0,1931.0,0.6292,0.1196,0.1844,0.0098,0.0016,0.0005,0.0461,0.0021,0.0067,0.5697,3938.0,11645.0,2.0,2.0,0.0777,0.113,0.099,0.134281200632,0.54028436019,0.107954545455,0.596590909091,0.143206854345,0.561811505508,0.179587831207,0.524043179588,0.160401002506,0.327485380117,0.2872827081,0.5909090909,0.2290076336,0.3238686779,0.5945945946,0.2707006369,0.3911234397,0.5806451613,0.351758794,0.5429864253,0.6287650602,0.1596385542,0.1234939759,0.4839285714,5432.0,8780.0,5136.0,5500.0,4984.0,469.0,79.0,390.0,339.0,130.0,29424.317771,20503.0,18235.440708,79.3399963378906,15.8500003814697,0.60000002384185,5.15999984741211,9.1899995803833,5.48999977111816,96.0,56125.22,9.03999996185302,4.05999994277954,2,0.3589,0.6411,1.0,0.4964,0.1107,171.0
4690,2.0,0,18,2,3,3,23.0,7.0,12.0,1.0,5591.0,0.4858,0.372,0.0664,0.0063,0.0109,0.0034,0.0517,0.0,0.0036,0.2747,12048.0,732.0,2.0,2.142507236695613,0.8371,0.176,0.143,0.255601916242,0.44305362386,0.266563467492,0.443962848297,0.225954836911,0.449121828826,0.238640607494,0.415660400847,0.260116217644,0.343264659271,0.1349770391,0.24356324,0.0904325033,0.1873163434,0.3042521994,0.1392051881,0.225,0.3834682573,0.1719663482,0.270059786,0.7551716629,0.1299992742,0.0625680482,0.4621446665,9500.0,20884.0,6533.0,9500.0,8419.0,16639.0,5491.0,11148.0,14192.0,2447.0,21836.645641,15184.0,18729.634603,76.1461475169641,12.59515768395575,2.940960700933222,12.785574950469384,14.37173128372222,7.868002920928614,89.17488898151937,58330.236984473566,10.492974269974278,3.8103905911586704,1,0.0964,0.9036,1.0,0.894,0.8668,2546.0
4772,1.0,1,2,1,1,3,-2.0,-2.0,-2.0,0.0,211.0,0.3033,0.2133,0.2986,0.0237,0.0,0.0095,0.0095,0.0,0.1422,0.3365,11266.0,6600.0,2.0,2.0,0.5105,0.0913084990168232,0.061,0.865384615385,0.2878495205826216,0.891089108911,0.2819515119424101,0.4847121774627148,0.276829904139649,0.4958883120639391,0.253801107928776,0.4515947604880601,0.1883543183037417,0.4361639962783167,0.5468781949183574,0.3470241690231884,0.4754765902077628,0.5846318995346723,0.3894773273565057,0.5153843116427258,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.5721153846,0.1298076923,0.1298076923,0.5852272727,6333.0,6333.0,4214.0,6333.0,4843.0,279.0,252.0,27.0,250.0,29.0,40733.817308,22870.5,18144.769231,76.1461475169641,12.59515768395575,2.940960700933222,12.785574950469384,14.37173128372222,7.868002920928614,89.17488898151937,58330.236984473566,10.492974269974278,3.8103905911586704,3,0.1611,0.8389,1.0,0.58,0.7,89.0
3922,1.0,1,1,1,1,1,-2.0,-2.0,-2.0,0.0,403.0,0.4913,0.4094,0.0496,0.0199,0.0223,0.0,0.0,0.0,0.0074,0.0,5196.0,1125.0,2.0,2.0,0.332,0.068,0.123,0.866666666667,0.086274509804,0.84347826087,0.073913043478,0.836909871245,0.081545064378,0.796208530806,0.094786729858,0.69387755102,0.05612244898,0.4072022161,0.4812030075,0.2,0.4540389972,0.515037594,0.2795698925,0.463022508,0.4943820225,0.2727272727,0.5213675214,0.6653846154,0.1576923077,0.0942307692,0.5484581498,9463.0,9500.0,4750.0,9500.0,6333.0,400.0,324.0,76.0,345.0,55.0,29460.138462,21027.5,23925.970223,72.7600021362304,22.0699996948242,1.3400000333786,3.79999995231628,12.1099996566772,7.92999982833862,94.2900009155273,48146.8,13.329999923706,5.25,3,0.1638,0.8362,1.0,0.9861,0.9306,318.0
4882,3.0,0,1,3,4,2,22.0,7.0,6.0,0.0,574.0,0.4774,0.0453,0.0976,0.0366,0.0139,0.0105,0.0505,0.0,0.2683,0.3328,8534.0,4635.0,2.123244602808636,2.142507236695613,0.4053,0.0913084990168232,0.053,0.176706827309,0.244979919679,0.381918819188,0.273062730627,0.442307692308,0.311538461538,0.495192307692,0.237980769231,0.484057971014,0.217391304348,0.4361639962783167,0.5468781949183574,0.3470241690231884,0.6572580645,0.8037735849,0.5762004175,0.7254901961,0.8810408922,0.6034985423,0.8060150376,0.3474576271,0.1461864407,0.2044491525,0.6363636364,15250.0,20500.0,9500.0,15000.0,16604.0,1100.0,565.0,535.0,693.0,407.0,59103.001059,46713.5,32716.353276,76.1461475169641,12.59515768395575,2.940960700933222,12.785574950469384,14.37173128372222,7.868002920928614,89.17488898151937,58330.236984473566,10.492974269974278,3.8103905911586704,1,0.4321,0.5679,1.0,0.4394,0.6515,351.0
3804,2.0,0,5,1,1,3,10.0,3.0,1.0,0.0,160.0,0.2125,0.6813,0.0375,0.0063,0.0,0.0,0.0438,0.0,0.0188,0.2313,16319.0,5661.0,4.0,2.0,0.5089,0.197,0.105,0.510559006211,0.340372670807,0.555410691004,0.277705345502,0.558252427184,0.254854368932,0.368532955351,0.313253012048,0.305546104117,0.282408982647,0.1016333938,0.1442307692,0.0460251046,0.1621621622,0.2197452229,0.0871369295,0.18735363,0.2373271889,0.1357142857,0.2275641026,0.8286713287,0.1188811189,0.1261318109006949,0.3961352657,9500.0,14581.0,4750.0,9500.0,9500.0,1348.0,812.0,536.0,1032.0,316.0,17664.86014,15495.5,15381.079812,49.5900001525879,45.3199996948242,1.62999999523162,2.90000009536743,14.0699996948242,6.96000003814697,94.7300033569336,54660.16,11.039999961853,3.52999997138977,2,0.5625,0.4375,1.0,0.875,1.0,446.0
1595,1.0,1,1,1,1,3,-2.0,-2.0,-2.0,0.0,103.0,0.5437,0.2621,0.0874,0.0,0.0194,0.0194,0.068,0.0,0.0,0.1068,9825.0,3269.0,2.0,2.0,0.8515,0.142,0.081,0.617021276596,0.2878495205826216,0.59375,0.2819515119424101,0.675675675676,0.276829904139649,0.75,0.253801107928776,0.569230769231,0.215384615385,0.4059405941,0.5087719298,0.2727272727,0.3495145631,0.4561403509,0.2173913043,0.4222222222,0.6295410109199638,0.4355592795536239,0.4427480916,0.641025641,0.1794871795,0.1261318109006949,0.4179104478,9667.0,11981.0,5189.0,12280.061078456429,11445.868898543316,72.0,49.0,23.0,2021.227765726681,1007.708604483008,28976.038462,17238.5,17317.4,84.0899963378906,10.6899995803833,0.95999997854232,3.98000001907348,14.2200002670288,6.78999996185302,96.4000015258789,60641.49,7.36999988555908,3.26999998092651,3,0.0,1.0,1.0,0.3333,0.4167,21.0
3076,1.0,1,1,1,2,1,3.0,1.0,2.0,0.0,561.0,0.4795,0.4118,0.0339,0.0071,0.0036,0.0,0.041,0.0053,0.0178,0.5526,2667.0,7304.0,2.0,2.0,0.0859,0.0,0.169,0.146757679181,0.467576791809,0.224615384615,0.261538461538,0.174757281553,0.491909385113,0.131067961165,0.45145631068,0.053140096618,0.173913043478,0.4361639962783167,0.5468781949183574,0.3470241690231884,0.4754765902077628,0.5846318995346723,0.3894773273565057,0.5153843116427258,0.6295410109199638,0.4355592795536239,0.5626655941568187,0.6025236593,0.1561514196,0.1246056782,0.504743833,5500.0,6700.0,5000.0,5500.0,5500.0,239.0,49.0,190.0,160.0,79.0,32659.929022,23206.0,24344.326531,53.6899986267089,44.3300018310546,0.4699999988079,0.94999998807907,9.63000011444091,4.34999990463256,98.1699981689453,49909.74,12.289999961853,3.25999999046325,2,0.3066,0.6934,1.0,0.6288,0.1439,79.0
4278,1.0,0,7,1,1,3,-2.0,-2.0,-2.0,0.0,59.0,0.7119,0.1186,0.0847,0.0,0.0,0.0,0.0339,0.0,0.0508,0.0,8405.0,2835.0,2.0,2.0,0.5,0.111,0.194,0.716802168022,0.219512195122,0.788104089219,0.149938042131,0.789090909091,0.138181818182,0.786956521739,0.114492753623,0.713278495887,0.09518213866,0.2707224335,0.3048180924,0.1543624161,0.3016591252,0.3288069835,0.206779661,0.3044654939,0.3186147186,0.253869969,0.3416009019,0.7281795511,0.1097256858,0.075436409,0.4145267792,9399.0,9500.0,4750.0,9500.0,5500.0,1216.0,969.0,247.0,1163.0,53.0,25511.656484,15505.5,18838.428822,76.1461475169641,12.59515768395575,2.940960700933222,12.785574950469384,14.37173128372222,7.868002920928614,89.17488898151937,58330.236984473566,10.492974269974278,3.8103905911586704,3,0.0,1.0,1.0,0.5882,0.451,638.0
764,3.0,1,1,3,3,2,30.0,6.0,6.0,0.0,169.0,0.4556,0.0947,0.3728,0.0296,0.0059,0.0,0.0414,0.0,0.0,0.2426,30139.0,6783.0,2.0,2.0,0.7951,0.052,0.057,0.3425161502098497,0.2878495205826216,0.305555555556,0.319444444444,0.415841584158,0.346534653465,0.457627118644,0.237288135593,0.388601036269,0.248704663212,0.4053156146,0.6034482759,0.2810810811,0.4006410256,0.6068376068,0.2769230769,0.5058823529,0.7311827957,0.3765432099,0.5826446281,0.3708609272,0.178807947,0.2052980132,0.625,27000.0,27000.0,9500.0,27000.0,27000.0,146.0,80.0,66.0,88.0,58.0,54148.781457,41179.0,21369.014411282275,71.1399993896484,14.5,3.82999992370605,16.9699993133544,15.7399997711181,8.35000038146972,82.9300003051757,70029.31,7.69999980926513,3.98000001907348,1,0.3018,0.6982,1.0,0.5385,0.7436,57.0
4104,1.0,1,1,1,1,2,-2.0,-2.0,-2.0,0.0,89.0,0.5506,0.4045,0.0112,0.0,0.0,0.0,0.0337,0.0,0.0,0.0,7816.0,7860.0,2.0,2.0,0.8133,0.201,0.085,0.393700787402,0.456692913386,0.507462686567,0.305970149254,0.478260869565,0.380434782609,0.622807017544,0.258771929825,0.644295302013,0.201342281879,0.0651629073,0.5468781949183574,0.3470241690231884,0.1061728395,0.1153846154,0.0935672515,0.1299212598,0.1357142857,0.1228070175,0.1690140845,0.9125475285,0.1554433811001949,0.1261318109006949,0.4347826087,9800.0,11180.0,5016.0,9500.0,9886.0,181.0,92.0,89.0,135.0,46.0,11270.673004,5881.0,9256.1737089,76.1461475169641,12.59515768395575,2.940960700933222,12.785574950469384,14.37173128372222,7.868002920928614,89.17488898151937,58330.236984473566,10.492974269974278,3.8103905911586704,3,0.1685,0.8315,1.0,0.4138,0.4483,36.0
2591,2.0,1,1,2,2,1,1.0,1.0,4.0,0.0,12478.0,0.2252,0.4106,0.1628,0.0954,0.003,0.0027,0.0339,0.0292,0.0371,0.6665,2476.0,5001.0,2.0,2.0,0.3161,0.124,0.142,0.070570054945,0.529017857143,0.094421264101,0.5302117138,0.104601354152,0.507254387177,0.160656201386,0.410408711639,0.156236323851,0.269876002918,0.2560202788,0.4247491639,0.2337490343,0.3296982915,0.5103766334,0.3054725343,0.3936615733,0.5372439479,0.3737920371,0.4418160447,0.6833092137,0.1636919119,0.0866698826,0.4458632334,5500.0,11338.0,5250.0,6097.0,5250.0,9210.0,1683.0,7527.0,6311.0,2899.0,24862.204293,17327.5,16006.241784,41.2700004577636,47.1599998474121,4.38000011444091,8.28999996185302,9.17000007629394,5.94999980926513,88.0599975585937,42303.26,19.0699996948242,6.26999998092651,2,0.3165,0.6835,1.0,0.7362,0.3169,762.0
2525,3.0,1,1,3,3,2,21.0,14.0,11.0,0.0,1306.0,0.5115,0.0574,0.1263,0.1126,0.0,0.0,0.0613,0.1156,0.0153,0.0061,33035.0,27097.0,2.0,2.0,0.1541,0.025,0.0,0.3425161502098497,0.2878495205826216,0.839160839161,0.2819515119424101,0.928571428571,0.276829904139649,0.875,0.253801107928776,0.859375,0.1883543183037417,0.8784530387,0.9210526316,0.6551724138,0.9055555556,0.5846318995346723,0.3894773273565057,0.9069767442,0.6295410109199638,0.4355592795536239,0.9526066351,0.2172284644,0.1535580524,0.1610486891,0.837944664,10214.0,13177.0,5500.0,8975.0,11500.0,220.0,168.0,52.0,100.0,120.0,95317.093633,65396.0,21369.014411282275,77.3499984741211,10.8000001907348,5.11999988555908,10.3900003433227,22.1200008392334,17.2199993133544,85.1600036621093,79754.75,7.1100001335144,3.24000000953674,1,0.4609,0.5391,2.0,0.146,0.1322,128.0
1592,3.0,1,1,3,4,2,22.0,15.0,8.0,0.0,559.0,0.7674,0.0537,0.0376,0.0107,0.0,0.0143,0.0107,0.059,0.0465,0.0984,9161.0,5349.0,2.0,2.0,0.4792,0.05,0.069,0.30223880597,0.231343283582,0.472727272727,0.181818181818,0.474576271186,0.159322033898,0.406417112299,0.205882352941,0.421538461538,0.16,0.5810810811,0.6984732824,0.504950495,0.6017191977,0.7158671587,0.5292740047,0.6725239617,0.7593220339,0.5951661631,0.7525773196,0.3970037453,0.1666666667,0.1797752809,0.5425101215,14968.0,18750.0,7501.0,15000.0,14000.0,505.0,317.0,188.0,349.0,156.0,48746.069288,39881.5,28449.939815,92.9100036621093,4.5,0.47999998927116,1.52999997138977,9.96000003814697,4.76000022888183,98.0899963378906,48193.05,9.17000007629394,3.32999992370605,1,0.3918,0.6082,2.0,0.3952,0.5726,216.0
3338,3.0,1,1,3,4,2,17.0,6.0,15.0,0.0,10896.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3138,7894.0,3279.0,2.0,2.0,0.4571,0.095,0.051,0.130208333333,0.333581349206,0.19212179797,0.332286128565,0.30371673631,0.317791950737,0.360590094837,0.283456269758,0.324958123953,0.179947355827,0.400281228,0.5192421551,0.3223429015,0.4478568272,0.5674603175,0.3714699493,0.4371742907,0.5698151951,0.3850806452,0.4494786048,0.796612235,0.1289300512,0.0552035096,0.6344294004,8000.0,12158.0,5500.0,8500.0,7173.0,7038.0,3391.0,3647.0,4323.0,2715.0,16057.580429,10530.0,13675.459669,79.9100036621093,7.71999979019165,0.31000000238418,95.5400009155273,14.6800003051757,6.01000022888183,72.3799972534179,21538.84,43.9199981689453,7.51999998092651,1,0.3894,0.6106,1.0,0.9552,0.205,1056.0
1421,2.0,1,1,2,2,1,4.0,1.0,4.0,0.0,8771.0,0.6905,0.0893,0.0868,0.0385,0.0042,0.0017,0.0446,0.0087,0.0358,0.6354,4037.0,5584.0,2.0,2.0,0.1999,0.262,0.115,0.072727272727,0.473106060606,0.115531508593,0.478994271165,0.132569558101,0.462356792144,0.141203703704,0.444444444444,0.120489296636,0.37247706422,0.2614486221,0.4545454545,0.2303758325,0.3053136315,0.4926829268,0.2747040073,0.3155636696,0.607966457,0.3022523382,0.4212424193,0.5305039788,0.1458885942,0.1469496021,0.6185981121,5750.0,12396.0,4920.0,6210.0,5450.0,4896.0,902.0,3994.0,2853.0,2043.0,39266.910698,26379.0,19502.043183,82.7099990844726,10.0200004577636,2.09999990463256,5.0,15.3599996566772,9.60999965667724,95.1299972534179,61402.42,7.48999977111816,3.36999988555908,2,0.4424,0.5576,1.0,0.4108,0.2228,783.0
